Time,Volts,Measure
1500.000,1.80,9609
1500.100,1.80,9612
1500.200,1.80,9612
1500.300,1.80,9610
1500.400,1.80,9604
1500.500,1.80,9610
1500.600,1.80,9611
1500.700,1.80,9611
1500.800,1.80,9610
1500.900,1.80,9596
1501.000,1.80,9611
1501.100,1.80,9610
1501.200,1.80,9610
1501.300,1.80,9611
1501.400,1.80,9597
1501.500,1.80,9610
1501.600,1.80,9612
1501.700,1.80,9610
1501.800,1.80,9610
1501.900,1.80,9582
1502.000,1.80,9610
1502.100,1.80,9612
1502.200,1.80,9628
1502.300,1.80,9609
1502.400,1.80,9611
1502.500,1.80,9611
1502.600,1.80,9610
1502.700,1.80,9601
1502.800,1.80,9610
1502.900,1.80,9605
1503.000,1.80,9612
1503.100,1.80,9610
1503.200,1.80,9605
1503.300,1.80,9609
1503.400,1.80,9613
1503.500,1.80,9612
1503.600,1.80,9610
1503.700,1.80,9604
1503.800,1.80,9611
1503.900,1.80,9612
1504.000,1.80,9611
1504.100,1.80,9610
1504.200,1.80,9598
1504.300,1.80,9611
1504.400,1.80,9612
1504.500,1.80,9610
1504.600,1.80,9609
1504.700,1.80,9610
1504.800,1.80,9610
1504.900,1.80,9610
1505.000,1.80,9613
1505.100,1.80,9609
1505.200,1.80,9608
1505.300,1.80,9610
1505.400,1.80,9610
1505.500,1.80,9613
1505.600,1.80,9610
1505.700,1.80,9598
1505.800,1.80,9610
1505.900,1.80,9608
1506.000,1.80,9618
1506.100,1.80,9610
1506.200,1.80,9611
1506.300,1.80,9612
1506.400,1.80,9613
1506.500,1.80,9602
1506.600,1.80,9609
1506.700,1.80,9612
1506.800,1.80,9612
1506.900,1.80,9610
1507.000,1.80,9602
1507.100,1.80,9610
1507.200,1.80,9610
1507.300,1.80,9612
1507.400,1.80,9609
1507.500,1.80,9602
1507.600,1.80,9611
1507.700,1.80,9612
1507.800,1.80,9612
1507.900,1.80,9611
1508.000,1.80,9601
1508.100,1.80,9609
1508.200,1.80,9610
1508.300,1.80,9611
1508.400,1.80,9611
1508.500,1.80,9597
1508.600,1.80,9610
1508.700,1.80,9610
1508.800,1.80,9605
1508.900,1.80,9610
1509.000,1.80,9614
1509.100,1.80,9611
1509.200,1.80,9609
1509.300,1.80,9605
1509.400,1.80,9609
1509.500,1.80,9614
1509.600,1.80,9611
1509.700,1.80,9620
1509.800,1.80,9614
1509.900,1.80,9610
1510.000,1.80,9609
1510.100,1.80,9612
1510.200,1.80,9611
1510.300,1.80,9609
1510.400,1.80,9609
1510.500,1.80,9614
1510.600,1.80,9610
1510.700,1.80,9611
1510.800,1.80,9606
1510.900,1.80,9610
1511.000,1.80,9612
1511.100,1.80,9610
1511.200,1.80,9609
1511.300,1.80,9597
1511.400,1.80,9609
1511.500,1.80,9611
1511.600,1.80,9610
1511.700,1.80,9610
1511.800,1.80,9589
1511.900,1.80,9610
1512.000,1.80,9610
1512.100,1.80,9611
1512.200,1.80,9609
1512.300,1.80,9587
1512.400,1.80,9611
1512.500,1.80,9611
1512.600,1.80,9611
1512.700,1.80,9611
1512.800,1.80,9610
1512.900,1.80,9612
1513.000,1.80,9609
1513.100,1.80,9612
1513.200,1.80,9610
1513.300,1.80,9617
1513.400,1.80,9611
1513.500,1.80,9610
1513.600,1.80,9602
1513.700,1.80,9610
1513.800,1.80,9611
1513.900,1.80,9613
1514.000,1.80,9610
1514.100,1.80,9598
1514.200,1.80,9609
1514.300,1.80,9612
1514.400,1.80,9610
1514.500,1.80,9609
1514.600,1.80,9601
1514.700,1.80,9609
1514.800,1.80,9611
1514.900,1.80,9610
1515.000,1.80,9611
1515.100,1.80,9599
1515.200,1.80,9610
1515.300,1.80,9609
1515.400,1.80,9612
1515.500,1.80,9609
1515.600,1.80,9594
1515.700,1.80,9610
1515.800,1.80,9608
1515.900,1.80,9618
1516.000,1.80,9609
1516.100,1.80,9600
1516.200,1.80,9611
1516.300,1.80,9613
1516.400,1.80,9607
1516.500,1.80,9610
1516.600,1.80,9610
1516.700,1.80,9611
1516.800,1.80,9610
1516.900,1.80,9608
1517.000,1.80,9610
1517.100,1.80,9614
1517.200,1.80,9610
1517.300,1.80,9611
1517.400,1.80,9600
1517.500,1.80,9610
1517.600,1.90,10142
1517.700,1.90,10144
1517.800,1.90,10143
1517.900,1.90,10145
1518.000,1.90,10144
1518.100,1.90,10144
1518.200,1.90,10147
1518.300,1.90,10144
1518.400,1.90,10143
1518.500,1.90,10144
1518.600,1.90,10146
1518.700,1.90,10143
1518.800,1.90,10142
1518.900,1.90,10142
1519.000,1.90,10144
1519.100,1.90,10143
1519.200,1.90,10127
1519.300,1.90,10142
1519.400,1.90,10144
1519.500,1.90,10144
1519.600,1.90,10145
1519.700,1.90,10110
1519.800,1.90,10144
1519.900,1.90,10143
1520.000,1.90,10145
1520.100,1.90,10144
1520.200,1.90,10130
1520.300,1.90,10144
1520.400,1.90,10145
1520.500,1.90,10144
1520.600,1.90,10143
1520.700,1.90,10125
1520.800,1.90,10143
1520.900,1.90,10144
1521.000,1.90,10144
1521.100,1.90,10142
1521.200,1.90,10115
1521.300,1.90,10145
1521.400,1.90,10145
1521.500,1.90,10133
1521.600,1.90,10142
1521.700,1.90,10152
1521.800,1.90,10146
1521.900,1.90,10145
1522.000,1.90,10148
1522.100,1.90,10144
1522.200,1.90,10146
1522.300,1.90,10145
1522.400,1.90,10135
1522.500,1.90,10136
1522.600,1.90,10143
1522.700,1.90,10144
1522.800,1.90,10146
1522.900,1.90,10144
1523.000,1.90,10129
1523.100,1.90,10143
1523.200,1.90,10146
1523.300,1.90,10145
1523.400,1.90,10143
1523.500,1.90,10116
1523.600,1.90,10144
1523.700,1.90,10145
1523.800,1.90,10144
1523.900,1.90,10144
1524.000,1.90,10142
1524.100,1.90,10145
1524.200,1.90,10145
1524.300,1.90,10144
1524.400,1.90,10143
1524.500,1.90,10141
1524.600,1.90,10144
1524.700,1.90,10139
1524.800,1.90,10147
1524.900,1.90,10142
1525.000,1.90,10141
1525.100,1.90,10143
1525.200,1.90,10141
1525.300,1.90,10135
1525.400,1.90,10144
1525.500,1.90,10138
1525.600,1.90,10146
1525.700,1.90,10144
1525.800,1.90,10144
1525.900,1.90,10145
1526.000,1.90,10145
1526.100,1.90,10143
1526.200,1.90,10144
1526.300,1.90,10138
1526.400,1.90,10143
1526.500,1.90,10142
1526.600,1.90,10146
1526.700,1.90,10144
1526.800,1.90,10134
1526.900,1.90,10144
1527.000,1.90,10145
1527.100,1.90,10138
1527.200,1.90,10143
1527.300,1.90,10143
1527.400,1.90,10143
1527.500,1.90,10145
1527.600,1.90,10140
1527.700,1.90,10145
1527.800,1.90,10145
1527.900,1.90,10145
1528.000,1.90,10146
1528.100,1.90,10142
1528.200,1.90,10143
1528.300,1.90,10148
1528.400,1.90,10146
1528.500,1.90,10150
1528.600,1.90,10135
1528.700,1.90,10144
1528.800,1.90,10145
1528.900,1.90,10145
1529.000,1.90,10143
1529.100,1.90,10137
1529.200,1.90,10144
1529.300,1.90,10145
1529.400,1.90,10144
1529.500,1.90,10143
1529.600,1.90,10142
1529.700,1.90,10144
1529.800,1.90,10144
1529.900,1.90,10137
1530.000,1.90,10142
1530.100,1.90,10148
1530.200,1.90,10143
1530.300,1.90,10144
1530.400,1.90,10141
1530.500,1.90,10144
1530.600,1.90,10147
1530.700,1.90,10144
1530.800,1.90,10144
1530.900,1.90,10141
1531.000,1.90,10143
1531.100,1.90,10145
1531.200,1.90,10145
1531.300,1.90,10145
1531.400,1.90,10150
1531.500,1.90,10144
1531.600,1.90,10145
1531.700,1.90,10145
1531.800,1.90,10144
1531.900,1.90,10135
1532.000,1.90,10143
1532.100,1.90,10146
1532.200,1.90,10146
1532.300,1.90,10143
1532.400,1.90,10136
1532.500,1.90,10144
1532.600,1.90,10142
1532.700,1.90,10144
1532.800,1.90,10142
1532.900,1.90,10153
1533.000,1.90,10145
1533.100,1.90,10141
1533.200,1.90,10145
1533.300,1.90,10143
1533.400,1.90,10130
1533.500,1.90,10143
1533.600,1.90,10142
1533.700,1.90,10150
1533.800,1.90,10144
1533.900,1.90,10131
1534.000,1.90,10146
1534.100,1.90,10145
1534.200,1.90,10132
1534.300,1.90,10143
1534.400,1.90,10145
1534.500,1.90,10146
1534.600,1.90,10142
1534.700,1.90,10131
1534.800,1.90,10144
1534.900,1.90,10145
1535.000,1.90,10143
1535.100,1.90,10144
1535.200,1.90,10127
1535.300,1.90,10144
1535.400,1.90,10144
1535.500,1.90,10145
1535.600,1.90,10143
1535.700,1.90,10135
1535.800,1.90,10144
1535.900,1.90,10144
1536.000,1.90,10144
1536.100,1.90,10143
1536.200,1.90,10149
1536.300,1.90,10144
1536.400,1.90,10147
1536.500,1.90,10143
1536.600,1.90,10144
1536.700,1.90,10131
1536.800,1.90,10145
1536.900,1.90,10147
1537.000,1.90,10146
1537.100,1.90,10144
1537.200,1.90,10145
1537.300,1.90,10145
1537.400,1.90,10144
1537.500,1.90,10149
1537.600,1.90,10144
1537.700,1.90,10146
1537.800,1.90,10145
1537.900,1.90,10144
1538.000,1.90,10143
1538.100,1.90,10144
1538.200,1.90,10140
1538.300,1.90,10145
1538.400,1.90,10143
1538.500,1.90,10133
1538.600,1.90,10144
1538.700,1.90,10144
1538.800,1.90,10140
1538.900,1.90,10143
1539.000,1.90,10145
1539.100,1.90,10144
1539.200,1.90,10144
1539.300,1.90,10149
1539.400,1.90,10144
1539.500,1.90,10154
1539.600,1.90,10145
1539.700,1.90,10139
1539.800,1.90,10142
1539.900,1.90,10145
1540.000,1.90,10146
1540.100,1.90,10145
1540.200,1.90,10145
1540.300,1.90,10134
1540.400,1.90,10143
1540.500,1.90,10148
1540.600,1.90,10143
1540.700,1.90,10143
1540.800,1.90,10133
1540.900,1.90,10145
1541.000,1.90,10146
1541.100,1.90,10144
1541.200,1.90,10144
1541.300,1.90,10135
1541.400,1.90,10144
1541.500,1.90,10144
1541.600,1.90,10145
1541.700,1.90,10143
1541.800,1.90,10142
1541.900,1.90,10145
1542.000,1.90,10144
1542.100,1.90,10140
1542.200,1.90,10143
1542.300,1.90,10152
1542.400,1.90,10145
1542.500,1.90,10143
1542.600,1.90,10142
1542.700,1.90,10143
1542.800,1.90,10151
1542.900,1.90,10146
1543.000,1.90,10145
1543.100,1.90,10156
1543.200,1.90,10143
1543.300,1.90,10145
1543.400,1.90,10145
1543.500,1.90,10144
1543.600,1.90,10140
1543.700,1.90,10143
1543.800,1.90,10145
1543.900,1.90,10145
1544.000,1.90,10145
1544.100,1.90,10135
1544.200,1.90,10144
1544.300,1.90,10145
1544.400,1.90,10146
1544.500,1.90,10143
1544.600,1.90,10145
1544.700,1.90,10145
1544.800,1.90,10140
1544.900,1.90,10148
1545.000,1.90,10142
1545.100,1.90,10139
1545.200,1.90,10144
1545.300,1.90,10143
1545.400,1.90,10149
1545.500,1.90,10144
1545.600,1.90,10145
1545.700,1.90,10144
1545.800,1.90,10144
1545.900,1.90,10121
1546.000,1.90,10143
1546.100,1.90,10146
1546.200,1.90,10145
1546.300,1.90,10146
1546.400,1.90,10151
1546.500,1.90,10143
1546.600,1.90,10145
1546.700,1.90,10146
1546.800,1.90,10144
1546.900,1.90,10139
1547.000,1.90,10144
1547.100,1.90,10145
1547.200,1.90,10145
1547.300,1.90,10143
1547.400,1.90,10141
1547.500,1.90,10144
1547.600,1.90,10145
1547.700,1.90,10149
1547.800,1.90,10143
1547.900,1.90,10137
1548.000,1.90,10143
1548.100,1.90,10144
1548.200,1.90,10150
1548.300,1.90,10142
1548.400,1.90,10145
1548.500,1.90,10145
1548.600,1.90,10144
1548.700,1.90,10128
1548.800,1.90,10143
1548.900,1.90,10144
1549.000,1.90,10145
1549.100,1.90,10144
1549.200,1.90,10135
1549.300,1.90,10144
1549.400,1.90,10148
1549.500,1.90,10145
1549.600,1.90,10144
1549.700,1.90,10124
1549.800,1.90,10144
1549.900,1.90,10146
1550.000,1.90,10143
1550.100,1.90,10144
1550.200,1.90,10143
1550.300,1.90,10145
1550.400,1.90,10139
1550.500,1.90,10139
1550.600,1.90,10142
1550.700,1.90,10148
1550.800,1.90,10144
1550.900,1.90,10142
1551.000,1.90,10150
1551.100,1.90,10142
1551.200,1.90,10144
1551.300,1.90,10145
1551.400,1.90,10145
1551.500,1.90,10130
1551.600,1.90,10143
1551.700,1.90,10145
1551.800,1.90,10145
1551.900,1.90,10144
1552.000,1.90,10129
1552.100,1.90,10144
1552.200,1.90,10146
1552.300,1.90,10143
1552.400,1.90,10144
1552.500,1.90,10144
1552.600,1.90,10144
1552.700,1.90,10143
1552.800,1.90,10144
1552.900,1.90,10144
1553.000,1.90,10138
1553.100,1.90,10144
1553.200,1.90,10144
1553.300,1.90,10127
1553.400,1.90,10143
1553.500,1.90,10146
1553.600,1.90,10144
1553.700,1.90,10134
1553.800,1.90,10143
1553.900,1.90,10144
1554.000,1.90,10145
1554.100,1.90,10144
1554.200,1.90,10140
1554.300,1.90,10132
1554.400,1.90,10144
1554.500,1.90,10144
1554.600,1.90,10145
1554.700,1.90,10138
1554.800,1.90,10137
1554.900,1.90,10144
1555.000,1.90,10145
1555.100,1.90,10144
1555.200,1.90,10143
1555.300,1.90,10142
1555.400,1.90,10145
1555.500,1.90,10145
1555.600,1.90,10145
1555.700,1.90,10143
1555.800,1.90,10155
1555.900,1.90,10144
1556.000,1.90,10146
1556.100,1.90,10134
1556.200,1.90,10144
1556.300,1.90,10151
1556.400,1.90,10143
1556.500,1.90,10144
1556.600,1.90,10143
1556.700,1.90,10143
1556.800,1.90,10137
1556.900,1.90,10144
1557.000,1.90,10141
1557.100,1.90,10126
1557.200,1.90,10144
1557.300,1.90,10146
1557.400,1.90,10145
1557.500,1.90,10142
1557.600,1.90,10143
1557.700,1.90,10143
1557.800,1.90,10144
1557.900,1.90,10144
1558.000,1.90,10144
1558.100,1.90,10135
1558.200,1.90,10144
1558.300,1.90,10145
1558.400,1.90,10144
1558.500,1.90,10144
1558.600,1.90,10138
1558.700,1.90,10143
1558.800,1.90,10144
1558.900,1.90,10136
1559.000,1.90,10143
1559.100,1.90,10112
1559.200,1.90,10144
1559.300,1.90,10143
1559.400,1.90,10148
1559.500,1.90,10143
1559.600,1.90,10146
1559.700,1.90,10143
1559.800,1.90,10147
1559.900,1.90,10153
1560.000,1.90,10143
1560.100,1.90,10143
1560.200,1.90,10144
1560.300,1.90,10145
1560.400,1.90,10142
1560.500,1.90,10143
1560.600,1.90,10145
1560.700,1.90,10145
1560.800,1.90,10144
1560.900,1.90,10134
1561.000,1.90,10144
1561.100,1.90,10144
1561.200,1.90,10145
1561.300,1.90,10144
1561.400,1.90,10127
1561.500,1.90,10144
1561.600,1.90,10144
1561.700,1.90,10146
1561.800,1.90,10143
1561.900,1.90,10132
1562.000,1.90,10144
1562.100,1.90,10143
1562.200,1.90,10134
1562.300,1.90,10143
1562.400,1.90,10149
1562.500,1.90,10143
1562.600,1.90,10143
1562.700,1.90,10144
1562.800,1.90,10144
1562.900,1.90,10146
1563.000,1.90,10145
1563.100,1.90,10141
1563.200,1.90,10139
1563.300,1.90,10142
1563.400,1.90,10142
1563.500,1.90,10145
1563.600,1.90,10139
1563.700,1.90,10134
1563.800,1.90,10143
1563.900,1.90,10149
1564.000,1.90,10143
1564.100,1.90,10146
1564.200,1.90,10122
1564.300,1.90,10145
1564.400,1.90,10145
1564.500,1.90,10145
1564.600,1.90,10146
1564.700,1.90,10140
1564.800,1.90,10143
1564.900,1.90,10146
1565.000,1.90,10145
1565.100,1.90,10144
1565.200,1.90,10144
1565.300,1.90,10144
1565.400,1.90,10146
1565.500,1.90,10144
1565.600,1.90,10145
1565.700,1.90,10120
1565.800,1.90,10143
1565.900,1.90,10143
1566.000,1.90,10145
1566.100,1.90,10143
1566.200,1.90,10143
1566.300,1.90,10144
1566.400,1.90,10144
1566.500,1.90,10144
1566.600,1.90,10143
1566.700,1.90,10144
1566.800,1.90,10145
1566.900,1.90,10139
1567.000,1.90,10143
1567.100,1.90,10143
1567.200,1.90,10152
1567.300,1.90,10145
1567.400,1.90,10144
1567.500,1.90,10134
1567.600,1.90,10144
1567.700,1.90,10146
1567.800,1.90,10145
1567.900,1.90,10140
1568.000,1.90,10139
1568.100,1.90,10143
1568.200,1.90,10146
1568.300,1.90,10146
1568.400,1.90,10144
1568.500,1.90,10142
1568.600,1.90,10143
1568.700,1.90,10146
1568.800,1.90,10143
1568.900,1.90,10144
1569.000,1.90,10149
1569.100,1.90,10145
1569.200,1.90,10145
1569.300,1.90,10144
1569.400,1.90,10143
1569.500,1.90,10157
1569.600,1.90,10144
1569.700,1.90,10145
1569.800,1.90,10140
1569.900,1.90,10144
1570.000,1.90,10149
1570.100,1.90,10144
1570.200,1.90,10143
1570.300,1.90,10139
1570.400,1.90,10144
1570.500,1.90,10136
1570.600,1.90,10145
1570.700,1.90,10147
1570.800,1.90,10135
1570.900,1.90,10143
1571.000,1.90,10146
1571.100,1.90,10146
1571.200,1.90,10145
1571.300,1.90,10135
1571.400,1.90,10143
1571.500,1.90,10145
1571.600,1.90,10142
1571.700,1.90,10143
1571.800,1.90,10129
1571.900,1.90,10144
1572.000,1.90,10145
1572.100,1.90,10137
1572.200,1.90,10143
1572.300,1.90,10155
1572.400,1.90,10144
1572.500,1.90,10142
1572.600,1.90,10142
1572.700,1.90,10143
1572.800,1.90,10149
1572.900,1.90,10144
1573.000,1.90,10143
1573.100,1.90,10139
1573.200,1.90,10144
1573.300,1.90,10145
1573.400,1.90,10144
1573.500,1.90,10145
1573.600,1.90,10137
1573.700,1.90,10144
1573.800,1.90,10144
1573.900,1.90,10145
1574.000,1.90,10143
1574.100,1.90,10137
1574.200,1.90,10145
1574.300,1.90,10146
1574.400,1.90,10146
1574.500,1.90,10143
1574.600,1.90,10118
1574.700,1.90,10144
1574.800,1.90,10144
1574.900,1.90,10145
1575.000,1.90,10142
1575.100,1.90,10129
1575.200,1.90,10144
1575.300,1.90,10146
1575.400,1.90,10133
1575.500,1.90,10143
1575.600,1.90,10144
1575.700,1.90,10145
1575.800,1.90,10144
1575.900,1.90,10143
1576.000,1.90,10143
1576.100,1.90,10141
1576.200,1.90,10145
1576.300,1.90,10143
1576.400,1.90,10132
1576.500,1.90,10143
1576.600,1.90,10145
1576.700,1.90,10146
1576.800,1.90,10144
1576.900,1.90,10127
1577.000,1.90,10144
1577.100,1.90,10145
1577.200,1.90,10144
1577.300,1.90,10143
1577.400,1.90,10130
1577.500,1.90,10143
1577.600,1.90,10145
1577.700,1.90,10144
1577.800,1.90,10144
1577.900,1.90,10134
1578.000,1.90,10145
1578.100,1.90,10145
1578.200,1.90,10146
1578.300,1.90,10144
1578.400,1.90,10147
1578.500,1.90,10142
1578.600,1.90,10145
1578.700,1.90,10144
1578.800,1.90,10143
1578.900,1.90,10147
1579.000,1.90,10145
1579.100,1.90,10147
1579.200,1.90,10146
1579.300,1.90,10144
1579.400,1.90,10144
1579.500,1.90,10146
1579.600,1.90,10145
1579.700,1.90,10156
1579.800,1.90,10143
1579.900,1.90,10146
1580.000,1.90,10145
1580.100,1.90,10144
1580.200,1.90,10134
1580.300,1.90,10144
1580.400,1.90,10144
1580.500,1.90,10145
1580.600,1.90,10143
1580.700,1.90,10133
1580.800,1.90,10144
1580.900,1.90,10145
1581.000,1.90,10138
1581.100,1.90,10143
1581.200,1.90,10149
1581.300,1.90,10145
1581.400,1.90,10136
1581.500,1.90,10141
1581.600,1.90,10143
1581.700,1.90,10134
1581.800,1.90,10145
1581.900,1.90,10146
1582.000,1.90,10133
1582.100,1.90,10143
1582.200,1.90,10142
1582.300,1.90,10145
1582.400,1.90,10145
1582.500,1.90,10134
1582.600,1.90,10144
1582.700,1.90,10146
1582.800,1.90,10145
1582.900,1.90,10143
1583.000,1.90,10137
1583.100,1.90,10143
1583.200,1.90,10146
1583.300,1.90,10144
1583.400,1.90,10143
1583.500,1.90,10140
1583.600,1.90,10144
1583.700,1.90,10143
1583.800,1.90,10153
1583.900,1.90,10143
1584.000,1.90,10148
1584.100,1.90,10144
1584.200,1.90,10149
1584.300,1.90,10139
1584.400,1.90,10143
1584.500,1.90,10148
1584.600,1.90,10145
1584.700,1.90,10149
1584.800,1.90,10127
1584.900,1.90,10143
1585.000,1.90,10148
1585.100,1.90,10146
1585.200,1.90,10144
1585.300,1.90,10131
1585.400,1.90,10144
1585.500,1.90,10145
1585.600,1.90,10144
1585.700,1.90,10144
1585.800,1.90,10134
1585.900,1.90,10144
1586.000,1.90,10144
1586.100,1.90,10140
1586.200,1.90,10145
1586.300,1.90,10148
1586.400,1.90,10144
1586.500,1.90,10142
1586.600,1.90,10139
1586.700,1.90,10143
1586.800,1.90,10138
1586.900,1.90,10144
1587.000,1.90,10141
1587.100,1.90,10146
1587.200,1.90,10143
1587.300,1.90,10146
1587.400,1.90,10144
1587.500,1.90,10141
1587.600,1.90,10143
1587.700,1.90,10143
1587.800,1.90,10145
1587.900,1.90,10146
1588.000,1.90,10144
1588.100,1.90,10126
1588.200,1.90,10143
1588.300,1.90,10147
1588.400,1.90,10144
1588.500,1.90,10144
1588.600,1.90,10139
1588.700,1.90,10144
1588.800,1.90,10143
1588.900,1.90,10144
1589.000,1.90,10143
1589.100,1.90,10134
1589.200,1.90,10144
1589.300,1.90,10144
1589.400,1.90,10137
1589.500,1.90,10144
1589.600,1.90,10146
1589.700,1.90,10144
1589.800,1.90,10148
1589.900,1.90,10129
1590.000,1.90,10144
1590.100,1.90,10142
1590.200,1.90,10145
1590.300,1.90,10145
1590.400,1.90,10120
1590.500,1.90,10143
1590.600,1.90,10145
1590.700,1.90,10145
1590.800,1.90,10143
1590.900,1.90,10125
1591.000,1.90,10144
1591.100,1.90,10144
1591.200,1.90,10145
1591.300,1.90,10143
1591.400,1.90,10136
1591.500,1.90,10144
1591.600,1.90,10146
1591.700,1.90,10143
1591.800,1.90,10144
1591.900,1.90,10140
1592.000,1.90,10144
1592.100,1.90,10144
1592.200,1.90,10138
1592.300,1.90,10143
1592.400,1.90,10146
1592.500,1.90,10144
1592.600,1.90,10144
1592.700,1.90,10126
1592.800,1.90,10142
1592.900,1.90,10131
1593.000,1.90,10143
1593.100,1.90,10143
1593.200,1.90,10134
1593.300,1.90,10143
1593.400,1.90,10146
1593.500,1.90,10146
1593.600,1.90,10145
1593.700,1.90,10140
1593.800,1.90,10144
1593.900,1.90,10148
1594.000,1.90,10144
1594.100,1.90,10144
1594.200,1.90,10131
1594.300,1.90,10143
1594.400,1.90,10144
1594.500,1.90,10145
1594.600,1.90,10143
1594.700,1.90,10138
1594.800,1.90,10144
1594.900,1.90,10145
1595.000,1.90,10148
1595.100,1.90,10142
1595.200,1.90,10134
1595.300,1.90,10144
1595.400,1.90,10143
1595.500,1.90,10146
1595.600,1.90,10143
1595.700,1.90,10146
1595.800,1.90,10144
1595.900,1.90,10145
1596.000,1.90,10145
1596.100,1.90,10143
1596.200,1.90,10144
1596.300,1.90,10143
1596.400,1.90,10146
1596.500,1.90,10135
1596.600,1.90,10144
1596.700,1.90,10144
1596.800,1.90,10144
1596.900,1.90,10143
1597.000,1.90,10125
1597.100,1.90,10144
1597.200,1.90,10145
1597.300,1.90,10145
1597.400,1.90,10144
1597.500,1.90,10126
1597.600,1.90,10144
1597.700,1.90,10144
1597.800,1.90,10142
1597.900,1.90,10143
1598.000,1.90,10137
1598.100,1.90,10143
1598.200,1.90,10141
1598.300,1.90,10148
1598.400,1.90,10144
1598.500,1.90,10136
1598.600,1.90,10145
1598.700,1.90,10137
1598.800,1.90,10136
1598.900,1.90,10143
1599.000,1.90,10148
1599.100,1.90,10145
1599.200,1.90,10143
1599.300,1.90,10131
1599.400,1.90,10144
1599.500,1.90,10145
1599.600,1.90,10145
1599.700,1.90,10144
1599.800,1.90,10135
1599.900,1.90,10144
1600.000,1.90,10143
1600.100,1.90,10145
1600.200,1.90,10144
1600.300,1.90,10131
1600.400,1.90,10143
1600.500,1.90,10145
1600.600,1.90,10143
1600.700,1.90,10143
1600.800,1.90,10141
1600.900,1.90,10145
1601.000,1.90,10141
1601.100,1.90,10135
1601.200,1.90,10143
1601.300,1.90,10140
1601.400,1.90,10145
1601.500,1.90,10147
1601.600,1.90,10102
1601.700,1.90,10144
1601.800,1.90,10146
1601.900,1.90,10145
1602.000,1.90,10144
1602.100,1.90,10152
1602.200,1.90,10143
1602.300,1.90,10145
1602.400,1.90,10146
1602.500,1.90,10144
1602.600,1.90,10119
1602.700,1.90,10143
1602.800,1.90,10143
1602.900,1.90,10145
1603.000,1.90,10143
1603.100,1.90,10136
1603.200,1.90,10143
1603.300,1.90,10145
1603.400,1.90,10149
1603.500,1.90,10143
1603.600,1.90,10138
1603.700,1.90,10143
1603.800,1.90,10147
1603.900,1.90,10143
1604.000,1.90,10143
1604.100,1.90,10147
1604.200,1.90,10143
1604.300,1.90,10148
1604.400,1.90,10156
1604.500,1.90,10143
1604.600,1.90,10146
1604.700,1.90,10145
1604.800,1.90,10144
1604.900,1.90,10142
1605.000,1.90,10144
1605.100,1.90,10143
1605.200,1.90,10146
1605.300,1.90,10143
1605.400,1.90,10114
1605.500,1.90,10144
1605.600,1.90,10145
1605.700,1.90,10145
1605.800,1.90,10144
1605.900,1.90,10141
1606.000,1.90,10143
1606.100,1.90,10145
1606.200,1.90,10144
1606.300,1.90,10144
1606.400,1.90,10132
1606.500,1.90,10144
1606.600,1.90,10142
1606.700,1.90,10148
1606.800,1.90,10143
1606.900,1.90,10146
1607.000,1.90,10144
1607.100,1.90,10146
1607.200,1.90,10145
1607.300,1.90,10142
1607.400,1.90,10149
1607.500,1.90,10146
1607.600,1.90,10145
1607.700,1.90,10132
1607.800,1.90,10144
1607.900,1.90,10145
1608.000,1.90,10145
1608.100,1.90,10143
1608.200,1.90,10124
1608.300,1.90,10143
1608.400,1.90,10144
1608.500,1.90,10144
1608.600,1.90,10144
1608.700,1.90,10121
1608.800,1.90,10143
1608.900,1.90,10144
1609.000,1.90,10146
1609.100,1.90,10144
1609.200,1.90,10145
1609.300,1.90,10144
1609.400,1.90,10145
1609.500,1.90,10146
1609.600,1.90,10143
1609.700,1.90,10138
1609.800,1.90,10143
1609.900,1.90,10144
1610.000,1.90,10145
1610.100,1.90,10144
1610.200,1.90,10137
1610.300,1.90,10144
1610.400,1.90,10142
1610.500,1.90,10145
1610.600,1.90,10143
1610.700,1.90,10141
1610.800,1.90,10145
1610.900,1.90,10143
1611.000,1.90,10150
1611.100,1.90,10144
1611.200,1.90,10141
1611.300,1.90,10145
1611.400,1.90,10144
1611.500,1.90,10138
1611.600,1.90,10144
1611.700,1.90,10144
1611.800,1.90,10145
1611.900,1.90,10143
1612.000,1.90,10138
1612.100,1.90,10144
1612.200,1.90,10144
1612.300,1.90,10142
1612.400,1.90,10144
1612.500,1.90,10151
1612.600,1.90,10145
1612.700,1.90,10141
1612.800,1.90,10145
1612.900,1.90,10143
1613.000,1.90,10146
1613.100,1.90,10144
1613.200,1.90,10145
1613.300,1.90,10135
1613.400,1.90,10142
1613.500,1.90,10132
1613.600,1.90,10144
1613.700,1.90,10144
1613.800,1.90,10138
1613.900,1.90,10144
1614.000,1.90,10146
1614.100,1.90,10146
1614.200,1.90,10147
1614.300,1.90,10143
1614.400,1.90,10144
1614.500,1.90,10145
1614.600,1.90,10145
1614.700,1.90,10144
1614.800,1.90,10135
1614.900,1.90,10144
1615.000,1.90,10143
1615.100,1.90,10144
1615.200,1.90,10144
1615.300,1.90,10137
1615.400,1.90,10145
1615.500,1.90,10147
1615.600,1.90,10144
1615.700,1.90,10144
1615.800,1.90,10139
1615.900,1.90,10145
1616.000,1.90,10138
1616.100,1.90,10143
1616.200,1.90,10143
1616.300,1.90,10148
1616.400,1.90,10144
