0, 15.183377
1, 15.160974
2, 15.935485
3, 15.171337
4, 15.171595
5, 15.165132
6, 15.166687
7, 16.066583
8, 15.161755
9, 15.190230
10, 15.156799
11, 15.217177
12, 15.167722
13, 15.165132
14, 15.164873
15, 15.186175
16, 15.166687
17, 15.173397
18, 15.174426
19, 16.957929
20, 15.162276
21, 15.176992
22, 15.166946
23, 15.164095
24, 15.205041
25, 15.190734
26, 15.161494
27, 15.173910
28, 15.168497
29, 15.159410
30, 15.179294
31, 15.165391
32, 15.166169
33, 15.159671
34, 15.171079
35, 15.175452
36, 15.224535
37, 15.154442
38, 15.168498
39, 15.174168
40, 15.173139
41, 15.274117
42, 15.172110
43, 15.169531
44, 15.156276
45, 15.200045
46, 15.170306
47, 15.158106
48, 15.165392
49, 15.241738
50, 15.173140
51, 15.176991
52, 15.173911
53, 15.194520
54, 15.200295
55, 15.156276
56, 15.173140
57, 15.178272
58, 15.180062
59, 15.166953
60, 15.172631
61, 15.188464
62, 15.229174
63, 15.170827
64, 15.187195
65, 15.168502
66, 16.008499
67, 15.169019
68, 15.189221
69, 15.159935
70, 15.162278
71, 15.221112
72, 15.168759
73, 15.153659
74, 15.165912
75, 15.186177
76, 15.178786
77, 15.166948
78, 15.171597
79, 15.195780
80, 15.174941
81, 15.167983
82, 15.146550
83, 15.206537
84, 15.176993
85, 15.177761
86, 15.182360
87, 15.182105
88, 15.202797
89, 15.180319
90, 15.172627
91, 15.167206
92, 15.237165
93, 15.160464
94, 15.164364
95, 15.164362
96, 15.205547
97, 15.176230
98, 15.201553
99, 15.164101
100, 15.210266
101, 15.167210
102, 15.165915
103, 15.175970
104, 15.172115
105, 15.221603
106, 15.174172
107, 15.159415
108, 15.174429
109, 15.203049
110, 15.166949
111, 15.176995
112, 15.163318
113, 15.220130
114, 15.172628
115, 15.163578
116, 15.162278
117, 15.172628
118, 15.174428
119, 15.171340
120, 15.163318
121, 15.172628
122, 15.256997
123, 15.155755
124, 15.168759
125, 15.188460
126, 15.246533
127, 15.159413
128, 15.208526
129, 15.151032
130, 15.198794
131, 15.170050
132, 15.163577
133, 15.169017
134, 15.179553
135, 15.237166
136, 15.179553
137, 15.164097
138, 15.163837
139, 15.202798
140, 15.157324
141, 15.170050
142, 15.171082
143, 15.216934
144, 15.170050
145, 15.160195
146, 15.173142
147, 15.179553
148, 15.164097
149, 15.185161
150, 15.164616
151, 15.172627
152, 15.184144
153, 15.165653
154, 15.756402
155, 15.161497
156, 15.214468
157, 15.163837
