Starting 10 minute test
5103956	103956
5093956	93956
5096956	96956
5086956	86956
5175955	175955
5094956	94956
5090957	90957
5071957	71957
5067957	67957
5063956	63956
5067956	67956
5082956	82956
5085956	85956
5075956	75956
5067956	67956
5066956	66956
5075956	75956
5069956	69956
5063956	63956
5061957	61957
5058956	58956
5055956	55956
5053956	53956
5060957	60957
5080957	80957
5055957	55957
5058956	58956
5061956	61956
5057956	57956
5061957	61957
5068956	68956
5064956	64956
5062956	62956
5056956	56956
5055957	55957
5054957	54957
5061956	61956
5061956	61956
5057956	57956
5065956	65956
5059956	59956
5063957	63957
5059957	59957
5060956	60956
5061956	61956
5054956	54956
5061957	61957
5048956	48956
5055956	55956
5060956	60956
5062957	62957
5059957	59957
5062956	62956
5061956	61956
5060956	60956
5062957	62957
5057957	57957
5062956	62956
5052956	52956
5058957	58957
5062957	62957
5060956	60956
5059956	59956
5063956	63956
5058957	58957
5072956	72956
5064956	64956
5059957	59957
5054957	54957
5062956	62956
5057956	57956
5053957	53957
5060957	60957
5065956	65956
5061956	61956
5059956	59956
5058957	58957
5062957	62957
5060956	60956
5062956	62956
5056956	56956
5053957	53957
5059956	59956
5056956	56956
5065956	65956
5059957	59957
5061957	61957
5056956	56956
5062956	62956
5057956	57956
5062957	62957
5064956	64956
5063957	63957
5063957	63957
5051956	51956
5059956	59956
5062956	62956
5056957	56957
5063956	63956
5058956	58956
5061956	61956
5059957	59957
5062957	62957
5061956	61956
5061957	61957
5060956	60956
5075956	75956
5067956	67956
5060956	60956
5057957	57957
5061957	61957
5058956	58956
5060956	60956
5057956	57956
5060957	60957
5057956	57956
5118956	118956
5055957	55957
5062956	62956
5062956	62956
5060956	60956
5059957	59957
5059956	59956
5061956	61956
5060956	60956
5060957	60957
5060957	60957
5051956	51956
5058956	58956
5069956	69956
5053956	53956
5062956	62956
5058957	58957
5062956	62956
5058956	58956
5063956	63956
5061956	61956
5057957	57957
5062956	62956
5057956	57956
5054956	54956
5062957	62957
5056957	56957
5061956	61956
5059956	59956
5060956	60956
5058957	58957
5074956	74956
5066956	66956
5063956	63956
5053956	53956
5057957	57957
5061957	61957
5050956	50956
5059956	59956
5070956	70956
5065956	65956
5062956	62956
5057957	57957
5060957	60957
5061956	61956
5061956	61956
5056956	56956
5053957	53957
5060956	60956
5057956	57956
5062956	62956
5060957	60957
5062957	62957
5080956	80956
5082956	82956
5075956	75956
5069956	69956
5063956	63956
5069956	69956
5073956	73956
5060956	60956
5072957	72957
5076957	76957
5078956	78956
5071956	71956
5074956	74956
5071956	71956
5073956	73956
5074957	74957
5069957	69957
5065957	65957
5069956	69956
5088956	88956
5083956	83956
5070956	70956
5073956	73956
5065956	65956
5066956	66956
5067956	67956
5068957	68957
5070957	70957
5067957	67957
5093957	93957
5068957	68957
5076957	76957
5071957	71957
5075956	75956
5070956	70956
5072956	72956
5071956	71956
5075956	75956
5070956	70956
5071956	71956
5069956	69956
5076956	76956
5077957	77957
5065957	65957
5070956	70956
5073956	73956
5072956	72956
5071956	71956
5068956	68956
5071956	71956
5068956	68956
5068956	68956
5072957	72957
5059957	59957
5085956	85956
5077956	77956
5090956	90956
5077956	77956
5070956	70956
5062956	62956
5083956	83956
5062957	62957
5069957	69957
5074956	74956
5080956	80956
5075956	75956
5058956	58956
5071957	71957
5069957	69957
5076956	76956
5069956	69956
5073956	73956
5068956	68956
5074956	74956
5067956	67956
5073956	73956
5060957	60957
5072957	72957
5068957	68957
5061956	61956
5082956	82956
5077956	77956
5067956	67956
5074956	74956
5069956	69956
5073956	73956
5074956	74956
5075956	75956
5073956	73956
5060956	60956
5071956	71956
5070956	70956
5069957	69957
5074957	74957
5074956	74956
5068956	68956
5071956	71956
5068956	68956
5069956	69956
5074956	74956
5079956	79956
5077956	77956
5060956	60956
5069957	69957
5066957	66957
5067956	67956
5073956	73956
5066956	66956
5083957	83957
5071957	71957
5075957	75957
5069956	69956
5059956	59956
5070956	70956
5067956	67956
5061956	61956
5066957	66957
5068957	68957
5069956	69956
5076956	76956
5080956	80956
5071956	71956
5101956	101956
5072956	72956
5072956	72956
5068956	68956
5071956	71956
5066956	66956
5061956	61956
5069956	69956
5069957	69957
5070957	70957
5125955	125955
5108956	108956
5178955	178955
5071956	71956
5077956	77956
5092956	92956
5089956	89956
5105956	105956
5104956	104956
5173955	173955
5076956	76956
5081956	81956
5085956	85956
5090956	90956
5099956	99956
5099956	99956
5097956	97956
5201956	201956
5075956	75956
5078956	78956
5114956	114956
5080956	80956
5070956	70956
5077956	77956
5080956	80956
5080956	80956
5076956	76956
5075956	75956
5073956	73956
5068956	68956
5064956	64956
5061957	61957
5051957	51957
5060956	60956
5060956	60956
5058956	58956
5063957	63957
5056956	56956
5073956	73956
5060957	60957
5064957	64957
5063956	63956
5053956	53956
5057956	57956
5060957	60957
5051956	51956
5060956	60956
5063956	63956
5057957	57957
5061957	61957
5072956	72956
5066956	66956
5061956	61956
5062956	62956
5062957	62957
5051957	51957
5055956	55956
5055956	55956
5062957	62957
5056957	56957
5063956	63956
5073956	73956
5066956	66956
5065956	65956
5064957	64957
5057957	57957
5060956	60956
5059956	59956
5052956	52956
5061957	61957
5057956	57956
5060956	60956
5059956	59956
5061957	61957
5057957	57957
5061956	61956
5058956	58956
5069956	69956
5054956	54956
5059956	59956
5064956	64956
5051957	51957
5060956	60956
5060956	60956
5059956	59956
5062957	62957
5062956	62956
5057956	57956
5061956	61956
5069956	69956
5063957	63957
5067957	67957
5063956	63956
5063956	63956
5061956	61956
5058956	58956
5062957	62957
5057956	57956
5062956	62956
5062956	62956
5059956	59956
5054957	54957
5121955	121955
5064957	64957
5054957	54957
5060956	60956
5064956	64956
5062956	62956
5058957	58957
5061956	61956
5056956	56956
5061956	61956
5061957	61957
5060957	60957
5051956	51956
5072957	72957
5063956	63956
5061956	61956
5061956	61956
5062956	62956
5060957	60957
5061956	61956
5059956	59956
5061956	61956
5052957	52957
5060957	60957
5063956	63956
5111956	111956
5060956	60956
5063956	63956
5061956	61956
5057957	57957
5075957	75957
5064957	64957
5058956	58956
5062956	62956
5057956	57956
5055957	55957
5059956	59956
5061956	61956
5071956	71956
5065956	65956
5062956	62956
5062956	62956
5057957	57957
5063957	63957
5056956	56956
5053956	53956
5060956	60956
5057957	57957
5051956	51956
5061956	61956
5065956	65956
5060957	60957
5061957	61957
5058956	58956
5061956	61956
5058956	58956
5061957	61957
5060956	60956
5053956	53956
5058956	58956
5056957	56957
5060957	60957
5058956	58956
5068956	68956
5073956	73956
5095956	95956
5080956	80956
5074956	74956
5069956	69956
5074956	74956
5067956	67956
5074956	74956
5073956	73956
5074956	74956
5077956	77956
5075956	75956
5069956	69956
5076956	76956
5070956	70956
5074956	74956
5067956	67956
5063957	63957
5067957	67957
5069956	69956
5062956	62956
5084957	84957
5076957	76957
5069957	69957
5074956	74956
5070956	70956
5073956	73956
5070956	70956
5072956	72956
5068956	68956
5061956	61956
5067957	67957
5071957	71957
5072956	72956
5069956	69956
5072956	72956
5070956	70956
5070956	70956
5072956	72956
5068956	68956
5064957	64957
5084957	84957
5079957	79957
5060957	60957
5074956	74956
5076956	76956
5069956	69956
5072956	72956
5080956	80956
5075956	75956
5075956	75956
5069956	69956
5076956	76956
5063957	63957
5077956	77956
5074956	74956
5060956	60956
5072957	72957
5067957	67957
5067956	67956
5070956	70956
5077956	77956
5073956	73956
5070956	70956
5068956	68956
5072956	72956
5061956	61956
5068957	68957
5069957	69957
5076956	76956
5069956	69956
5073956	73956
5071956	71956
5072956	72956
5067956	67956
5068956	68956
5077956	77956
5071956	71956
5075956	75956
5060956	60956
5072956	72956
5079956	79956
5076956	76956
5071956	71956
5073957	73957
5071957	71957
5071956	71956
5069956	69956
5081956	81956
5066956	66956
5070956	70956
5073956	73956
5061956	61956
5072956	72956
5068957	68957
5073957	73957
5069956	69956
5070956	70956
5077956	77956
5076957	76957
5074957	74957
5079957	79957
5066957	66957
5069956	69956
5074956	74956
5069956	69956
5073956	73956
5068956	68956
5082956	82956
5073956	73956
5075956	75956
5077956	77956
5059957	59957
5072957	72957
5070956	70956
5061956	61956
5090957	90957
5076957	76957
5074957	74957
5070957	70957
5073956	73956
5081956	81956
5078956	78956
5074956	74956
5069956	69956
5064956	64956
5068956	68956
5076956	76956
5066956	66956
5078956	78956
5072957	72957
5077957	77957
5074957	74957
5067957	67957
5070956	70956
5068956	68956
5068956	68956
5069956	69956
5070956	70956
5073956	73956
5069956	69956
5079957	79957
5075957	75957
5069957	69957
5067957	67957
5067956	67956
5068956	68956
5071956	71956
5098956	98956
5185955	185955
5090956	90956
5077956	77956
5096957	96957
5102956	102956
5109956	109956
5107956	107956
5184956	184956
5076956	76956
5084956	84956
5096956	96956
5077956	77956
5094956	94956
5097956	97956
5090956	90956
5057957	57957
5081956	81956
5099956	99956
5074956	74956
5056957	56957
5066956	66956
5079956	79956
5080956	80956
5066956	66956
5064956	64956
5054956	54956
5059957	59957
5062957	62957
5051956	51956
5057956	57956
5061957	61957
5056957	56957
5061956	61956
5058956	58956
5063956	63956
5057957	57957
5061956	61956
5058956	58956
5061956	61956
5064956	64956
5058957	58957
5064956	64956
5063956	63956
5060956	60956
5060956	60956
5060957	60957
5069956	69956
5059956	59956
5052956	52956
5061957	61957
5058957	58957
5055956	55956
5059956	59956
5057957	57957
5058957	58957
5061956	61956
5059956	59956
5061956	61956
5062957	62957
5068956	68956
5066956	66956
5058956	58956
5073956	73956
5065956	65956
5058957	58957
5058957	58957
5061956	61956
5057956	57956
5061956	61956
5057957	57957
5060956	60956
5057956	57956
5061956	61956
5056957	56957
5053956	53956
5060956	60956
5057956	57956
5061957	61957
5071956	71956
5064956	64956
5062957	62957
5062957	62957
5058956	58956
5062956	62956
5050956	50956
5058957	58957
5061956	61956
5072956	72956
5068956	68956
5129956	129956
5102956	102956
5070956	70956
5060957	60957
5061957	61957
5057956	57956
5061956	61956
5057956	57956
5053957	53957
5059956	59956
5056956	56956
5061956	61956
5058957	58957
5057956	57956
5077956	77956
5065956	65956
5061956	61956
5060956	60956
5050957	50957
5060956	60956
5056956	56956
5053957	53957
5060957	60957
5058956	58956
5060956	60956
5059956	59956
5072956	72956
5062956	62956
5063956	63956
5063957	63957
5057956	57956
5055956	55956
5060956	60956
5057957	57957
5062957	62957
5056956	56956
5062956	62956
5057956	57956
5066957	66957
5066956	66956
5062956	62956
5051956	51956
5057957	57957
5062957	62957
5050956	50956
5056956	56956
5061957	61957
5058957	58957
5061956	61956
5057956	57956
5061956	61956
5058957	58957
5070956	70956
5064956	64956
5052957	52957
5073956	73956
5064956	64956
5060956	60956
5064956	64956
5057957	57957
5063956	63956
5058956	58956
5076956	76956
5075956	75956
5062956	62956
5072956	72956
5074956	74956
5059957	59957
5068956	68956
5074956	74956
5069956	69956
5074956	74956
5076956	76956
5069956	69956
5074956	74956
5076956	76956
5069956	69956
5061956	61956
5070956	70956
5067956	67956
5062957	62957
5069957	69957
5088956	88956
5080957	80957
5077957	77957
5069957	69957
5072956	72956
5068956	68956
5074956	74956
5068956	68956
5059956	59956
5073956	73956
5073957	73957
5070957	70957
5074956	74956
5069956	69956
5137955	137955
5080956	80956
5070956	70956
5067957	67957
5060957	60957
5066956	66956
5078956	78956
5064956	64956
5066956	66956
5073956	73956
5067957	67957
5069957	69957
5071957	71957
5067956	67956
5068956	68956
5068956	68956
5068956	68956
5058956	58956
5067957	67957
5062957	62957
5059956	59956
5073956	73956
5069956	69956
5074956	74956
5067956	67956
5069956	69956
5087956	87956
5079956	79956
5093956	93956
5077956	77956
5065957	65957
5067957	67957
5072956	72956
5069956	69956
5079956	79956
5072956	72956
5072956	72956
5068956	68956
5075956	75956
5068956	68956
5062957	62957
5079957	79957
5074957	74957
5061957	61957
5072956	72956
5069956	69956
5081956	81956
5075956	75956
5069956	69956
5074956	74956
