0	0	129967	5129967
1	0	108968	5108968
2	0	86967	5086967
3	0	86967	5086967
4	0	10303902	15303902
5	0	159967	5159967
6	0	146967	5146967
7	0	148967	5148967
8	0	107967	5107967
9	0	108967	5108967
10	0	94967	5094967
11	0	81968	5081968
12	0	85967	5085967
13	0	85968	5085968
14	0	85968	5085968
15	0	80967	5080967
16	0	86968	5086968
17	0	82968	5082968
18	0	86967	5086967
19	0	83968	5083968
20	0	84967	5084967
21	0	83967	5083967
22	0	85968	5085968
23	0	86967	5086967
24	0	85968	5085968
25	0	85968	5085968
26	0	85967	5085967
27	0	82968	5082968
28	0	84968	5084968
29	0	83967	5083967
30	0	81968	5081968
31	0	85967	5085967
32	0	83967	5083967
33	0	84968	5084968
34	0	87967	5087967
35	0	84968	5084968
36	0	87967	5087967
37	0	84967	5084967
38	0	85968	5085968
39	0	84967	5084967
40	0	80967	5080967
41	0	82968	5082968
42	0	85967	5085967
43	0	73968	5073968
44	0	91967	5091967
45	0	84967	5084967
46	0	85968	5085968
47	0	84967	5084967
48	0	86967	5086967
49	0	79968	5079968
50	0	91968	5091968
51	0	93967	5093967
52	0	84967	5084967
53	0	88968	5088968
54	0	82967	5082967
55	0	91967	5091967
56	0	100968	5100968
57	0	88968	5088968
58	0	86967	5086967
59	0	85968	5085968
60	0	83968	5083968
61	0	84967	5084967
62	0	84968	5084968
63	0	84968	5084968
64	0	83967	5083967
65	0	84968	5084968
66	0	100968	5100968
67	0	87967	5087967
68	0	86967	5086967
69	0	86968	5086968
70	0	84967	5084967
71	0	84967	5084967
72	0	85968	5085968
73	0	87967	5087967
74	0	90967	5090967
75	0	84968	5084968
76	0	95967	5095967
77	0	84967	5084967
78	0	83968	5083968
79	0	80967	5080967
80	0	85967	5085967
81	0	85968	5085968
82	0	83967	5083967
83	0	87967	5087967
84	0	77968	5077968
85	0	89967	5089967
86	0	85967	5085967
87	0	84968	5084968
88	0	83967	5083967
89	0	82967	5082967
90	0	83968	5083968
91	0	86967	5086967
92	0	74967	5074967
93	0	87968	5087968
94	0	86967	5086967
95	0	111967	5111967
96	0	132967	5132967
97	0	105967	5105967
98	0	117967	5117967
99	0	107968	5107968
100	0	120968	5120968
101	0	100967	5100967
102	0	104967	5104967
103	0	101967	5101967
104	0	104967	5104967
105	0	92968	5092968
106	0	102967	5102967
107	0	101967	5101967
108	0	104967	5104967
109	0	105967	5105967
110	0	105968	5105968
111	0	101968	5101968
112	0	131967	5131967
113	0	101967	5101967
114	0	103967	5103967
115	0	86967	5086967
116	0	106968	5106968
117	0	104968	5104968
118	0	96967	5096967
119	0	101967	5101967
120	0	140967	5140967
121	0	104967	5104967
122	0	103967	5103967
123	0	101968	5101968
124	0	104968	5104968
125	0	92967	5092967
126	0	108967	5108967
127	0	105967	5105967
128	0	118967	5118967
129	0	102968	5102968
130	0	102968	5102968
131	0	97967	5097967
132	0	103967	5103967
133	0	102967	5102967
134	0	105968	5105968
135	0	92968	5092968
136	0	131967	5131967
137	0	101967	5101967
138	0	106967	5106967
139	0	116967	5116967
140	0	93967	5093967
141	0	96968	5096968
142	0	104967	5104967
143	0	114967	5114967
144	0	125967	5125967
145	0	101967	5101967
146	0	99967	5099967
147	0	103968	5103968
148	0	92968	5092968
149	0	110967	5110967
